npy_path,speaker,video_id,transcript
processed_grid_data/s10_bwwk5a.npy,s10,bwwk5a,bin white with k five again
processed_grid_data/s10_bwwq6n.npy,s10,bwwq6n,bin white with q six now
processed_grid_data/s10_bwwq7s.npy,s10,bwwq7s,bin white with q seven soon
processed_grid_data/s10_bwwq8p.npy,s10,bwwq8p,bin white with q eight please
processed_grid_data/s10_bwwq9a.npy,s10,bwwq9a,bin white with q nine again
processed_grid_data/s10_bwwy1s.npy,s10,bwwy1s,bin white with y one soon
processed_grid_data/s10_bwwy2p.npy,s10,bwwy2p,bin white with y two please
processed_grid_data/s10_bwwy3a.npy,s10,bwwy3a,bin white with y three again
processed_grid_data/s10_bwwyzn.npy,s10,bwwyzn,bin white with y zero now
processed_grid_data/s10_lbaa2n.npy,s10,lbaa2n,lay blue at a two now
processed_grid_data/s10_lbaa3s.npy,s10,lbaa3s,lay blue at a three soon
processed_grid_data/s10_lbaa4p.npy,s10,lbaa4p,lay blue at a four please
processed_grid_data/s10_lbaa5a.npy,s10,lbaa5a,lay blue at a five again
processed_grid_data/s10_lbag6n.npy,s10,lbag6n,lay blue at g six now
processed_grid_data/s10_lbag7s.npy,s10,lbag7s,lay blue at g seven soon
processed_grid_data/s10_lbag8p.npy,s10,lbag8p,lay blue at g eight please
processed_grid_data/s10_lbag9a.npy,s10,lbag9a,lay blue at g nine again
processed_grid_data/s10_lban1s.npy,s10,lban1s,lay blue at n one soon
processed_grid_data/s10_lban2p.npy,s10,lban2p,lay blue at n two please
processed_grid_data/s10_lban3a.npy,s10,lban3a,lay blue at n three again
processed_grid_data/s10_lbanzn.npy,s10,lbanzn,lay blue at n zero now
processed_grid_data/s10_lbat4n.npy,s10,lbat4n,lay blue at t four now
processed_grid_data/s10_lbat5s.npy,s10,lbat5s,lay blue at t five soon
processed_grid_data/s10_lbat6p.npy,s10,lbat6p,lay blue at t six please
processed_grid_data/s10_lbat7a.npy,s10,lbat7a,lay blue at t seven again
processed_grid_data/s10_lbba6n.npy,s10,lbba6n,lay blue by a six now
processed_grid_data/s10_lbba7s.npy,s10,lbba7s,lay blue by a seven soon
processed_grid_data/s10_lbba8p.npy,s10,lbba8p,lay blue by a eight please
processed_grid_data/s10_lbba9a.npy,s10,lbba9a,lay blue by a nine again
processed_grid_data/s10_lbbh1s.npy,s10,lbbh1s,lay blue by h one soon
processed_grid_data/s10_lbbh2p.npy,s10,lbbh2p,lay blue by h two please
processed_grid_data/s10_lbbh3a.npy,s10,lbbh3a,lay blue by h three again
processed_grid_data/s10_lbbhzn.npy,s10,lbbhzn,lay blue by h zero now
processed_grid_data/s10_lbbn4n.npy,s10,lbbn4n,lay blue by n four now
processed_grid_data/s10_lbbn5s.npy,s10,lbbn5s,lay blue by n five soon
processed_grid_data/s10_lbbn6p.npy,s10,lbbn6p,lay blue by n six please
processed_grid_data/s10_lbbn7a.npy,s10,lbbn7a,lay blue by n seven again
processed_grid_data/s10_lbbt8n.npy,s10,lbbt8n,lay blue by t eight now
processed_grid_data/s10_lbbt9s.npy,s10,lbbt9s,lay blue by t nine soon
processed_grid_data/s10_lbbu1a.npy,s10,lbbu1a,lay blue by u one again
processed_grid_data/s10_lbbuzp.npy,s10,lbbuzp,lay blue by u zero please
processed_grid_data/s10_lbia1a.npy,s10,lbia1a,lay blue in a one again
processed_grid_data/s10_lbiazp.npy,s10,lbiazp,lay blue in a zero please
processed_grid_data/s10_lbig2n.npy,s10,lbig2n,lay blue in g two now
processed_grid_data/s10_lbig3s.npy,s10,lbig3s,lay blue in g three soon
processed_grid_data/s10_lbig4p.npy,s10,lbig4p,lay blue in g four please
processed_grid_data/s10_lbig5a.npy,s10,lbig5a,lay blue in g five again
processed_grid_data/s10_lbim6n.npy,s10,lbim6n,lay blue in m six now
processed_grid_data/s10_lbim7s.npy,s10,lbim7s,lay blue in m seven soon
processed_grid_data/s10_lbim8p.npy,s10,lbim8p,lay blue in m eight please
processed_grid_data/s10_lbim9a.npy,s10,lbim9a,lay blue in m nine again
processed_grid_data/s10_lbit1s.npy,s10,lbit1s,lay blue in t one soon
processed_grid_data/s10_lbit2p.npy,s10,lbit2p,lay blue in t two please
processed_grid_data/s10_lbit3a.npy,s10,lbit3a,lay blue in t three again
processed_grid_data/s10_lbitzn.npy,s10,lbitzn,lay blue in t zero now
processed_grid_data/s10_lbwb1s.npy,s10,lbwb1s,lay blue with b one soon
processed_grid_data/s10_lbwb2p.npy,s10,lbwb2p,lay blue with b two please
processed_grid_data/s10_lbwb3a.npy,s10,lbwb3a,lay blue with b three again
processed_grid_data/s10_lbwbzn.npy,s10,lbwbzn,lay blue with b zero now
processed_grid_data/s10_lbwh4n.npy,s10,lbwh4n,lay blue with h four now
processed_grid_data/s10_lbwh5s.npy,s10,lbwh5s,lay blue with h five soon
processed_grid_data/s10_lbwh6p.npy,s10,lbwh6p,lay blue with h six please
processed_grid_data/s10_lbwh7a.npy,s10,lbwh7a,lay blue with h seven again
processed_grid_data/s10_lbwn8n.npy,s10,lbwn8n,lay blue with n eight now
processed_grid_data/s10_lbwn9s.npy,s10,lbwn9s,lay blue with n nine soon
processed_grid_data/s10_lbwo1a.npy,s10,lbwo1a,lay blue with o one again
processed_grid_data/s10_lbwozp.npy,s10,lbwozp,lay blue with o zero please
processed_grid_data/s10_lbwu2n.npy,s10,lbwu2n,lay blue with u two now
processed_grid_data/s10_lbwu3s.npy,s10,lbwu3s,lay blue with u three soon
processed_grid_data/s10_lbwu4p.npy,s10,lbwu4p,lay blue with u four please
processed_grid_data/s10_lbwu5a.npy,s10,lbwu5a,lay blue with u five again
processed_grid_data/s10_lgac1s.npy,s10,lgac1s,lay green at c one soon
processed_grid_data/s10_lgac2p.npy,s10,lgac2p,lay green at c two please
processed_grid_data/s10_lgac3a.npy,s10,lgac3a,lay green at c three again
processed_grid_data/s10_lgaczn.npy,s10,lgaczn,lay green at c zero now
processed_grid_data/s10_lgai4n.npy,s10,lgai4n,lay green at i four now
processed_grid_data/s10_lgai5s.npy,s10,lgai5s,lay green at i five soon
processed_grid_data/s10_lgai6p.npy,s10,lgai6p,lay green at i six please
processed_grid_data/s10_lgai7a.npy,s10,lgai7a,lay green at i seven again
processed_grid_data/s10_lgao8n.npy,s10,lgao8n,lay green at o eight now
processed_grid_data/s10_lgao9s.npy,s10,lgao9s,lay green at o nine soon
processed_grid_data/s10_lgap1a.npy,s10,lgap1a,lay green at p one again
processed_grid_data/s10_lgapzp.npy,s10,lgapzp,lay green at p zero please
processed_grid_data/s10_lgav2n.npy,s10,lgav2n,lay green at v two now
processed_grid_data/s10_lgav3s.npy,s10,lgav3s,lay green at v three soon
processed_grid_data/s10_lgav4p.npy,s10,lgav4p,lay green at v four please
processed_grid_data/s10_lgav5a.npy,s10,lgav5a,lay green at v five again
processed_grid_data/s10_lgbc4n.npy,s10,lgbc4n,lay green by c four now
processed_grid_data/s10_lgbc5s.npy,s10,lgbc5s,lay green by c five soon
processed_grid_data/s10_lgbc6p.npy,s10,lgbc6p,lay green by c six please
processed_grid_data/s10_lgbc7a.npy,s10,lgbc7a,lay green by c seven again
processed_grid_data/s10_lgbi8n.npy,s10,lgbi8n,lay green by i eight now
processed_grid_data/s10_lgbi9s.npy,s10,lgbi9s,lay green by i nine soon
processed_grid_data/s10_lgbj1a.npy,s10,lgbj1a,lay green by j one again
processed_grid_data/s10_lgbjzp.npy,s10,lgbjzp,lay green by j zero please
processed_grid_data/s10_lgbp2n.npy,s10,lgbp2n,lay green by p two now
processed_grid_data/s10_lgbp3s.npy,s10,lgbp3s,lay green by p three soon
processed_grid_data/s10_lgbp4p.npy,s10,lgbp4p,lay green by p four please
processed_grid_data/s10_lgbp5a.npy,s10,lgbp5a,lay green by p five again
processed_grid_data/s10_lgbv6n.npy,s10,lgbv6n,lay green by v six now
processed_grid_data/s10_lgbv7s.npy,s10,lgbv7s,lay green by v seven soon
processed_grid_data/s10_lgbv8p.npy,s10,lgbv8p,lay green by v eight please
processed_grid_data/s10_lgbv9a.npy,s10,lgbv9a,lay green by v nine again
processed_grid_data/s10_lgib6n.npy,s10,lgib6n,lay green in b six now
processed_grid_data/s10_lgib7s.npy,s10,lgib7s,lay green in b seven soon
processed_grid_data/s10_lgib8p.npy,s10,lgib8p,lay green in b eight please
processed_grid_data/s10_lgib9a.npy,s10,lgib9a,lay green in b nine again
processed_grid_data/s10_lgii1s.npy,s10,lgii1s,lay green in i one soon
processed_grid_data/s10_lgii2p.npy,s10,lgii2p,lay green in i two please
processed_grid_data/s10_lgii3a.npy,s10,lgii3a,lay green in i three again
processed_grid_data/s10_lgiizn.npy,s10,lgiizn,lay green in i zero now
processed_grid_data/s10_lgio4n.npy,s10,lgio4n,lay green in o four now
processed_grid_data/s10_lgio5s.npy,s10,lgio5s,lay green in o five soon
processed_grid_data/s10_lgio6p.npy,s10,lgio6p,lay green in o six please
